#key=_id
#rtable=POINTER
#foreign_key_ltable=ltable.id
#foreign_key_rtable=rtable.id
#ltable=POINTER
_id,ltable.id,rtable.id,ltable.bike_name,ltable.city_posted,ltable.km_driven,ltable.price,ltable.color,rtable.bike_name,rtable.city_posted,rtable.km_driven,rtable.price,rtable.color,gold
5171604,46543,22463,Yamaha FZ S,Delhi,8700,49000,red,Yamaha YZF R15 V 2.0,Delhi,9000,100000,red,0
5230391,47074,30365,Yamaha Sz R,Delhi,30000,30000,black,Yamaha Fazer Standard,Delhi,31000,40000,black,0
5242178,47078,17747,TVS Apache RTR 160,Delhi,25000,38000,grey,TVS Apache RTR 160 Rear Disc Brake,Delhi,26000,42500,black,0
5272182,47087,28648,Bajaj Pulsar 180cc Dtsi,Delhi,32000,31000,black,Bajaj Pulsar 180 DTS- i Standard,Delhi,31000,40000,black,1
5276617,47089,5474,Bajaj Avenger 220,Delhi,14000,50000,black,Bajaj Pulsar 220F Standard,Delhi,14000,67000,black,0
5289842,47093,9583,Bajaj Avenger 220,Delhi,2800,70000,blue,Bajaj Avenger 220 DTS- i,Delhi,2500,75000,blue,1
5292224,47093,35321,Bajaj Avenger 220,Delhi,2800,70000,blue,Bajaj Avenger 220 DTS- i,Delhi,3000,60000,blue,1
5309492,47100,12980,Bajaj Pulsar 150cc Dtsi,Delhi,50000,17000,black,Bajaj Pulsar 150 DTS- i Kick Start,Delhi,51000,18000,black,1
5331030,47127,578,Bajaj Discover 150 S Disc,Delhi,11300,29000,black,Bajaj Pulsar 150 DTS- i,Delhi,12000,50000,black,0
5387034,47214,13929,Hero Honda Cbz Xtreme Self Start,Delhi,40000,21000,red,Hero Honda Hunk Standard,Delhi,39000,33000,red,0
5391434,47215,27199,Hero Honda Cbz Xtreme Self Start,Delhi,16500,28000,black,Hero Honda Karizma ZMR Standard,Delhi,17000,41000,black,0
5409023,47221,6881,Bajaj Pulsar 150cc Dtsi,Delhi,60000,19000,black,Bajaj Pulsar 150 DTS- i Standard,Delhi,59000,20000,black,1
5438851,47270,15766,Yamaha FZ S,Delhi,12500,50000,black,Yamaha FZ16 Standard,Delhi,13500,60000,black,0
5442244,47415,17684,Bajaj Pulsar 180cc Dtsi,Delhi,22000,30000,blue,Bajaj Pulsar 180 DTS- i Standard,Delhi,21000,46000,blue,1
5578456,47674,25523,Hero Honda Karizma Zmr Pgm Fi,Delhi,11000,64999,white,Hero Honda Hunk Standard,Delhi,12000,42000,silver,0
5583865,47676,13781,Hero Honda Glamour,Delhi,40000,16000,blue,Hero Honda Glamour Drum Self,Delhi,40000,30000,black,0
5683968,48006,14331,Honda Unicorn Spoke,Delhi,20000,20000,grey,Honda CB Unicorn GP E,Delhi,20000,18000,red,0
5691740,48008,29113,Hero Honda Hunk,Delhi,38000,25000,black,Hero Honda CBZ extreme Self,Delhi,38000,20000,black,0
5736598,48023,25829,Honda Unicorn Alloy,Delhi,37000,35999,black,Honda CB Unicorn Dazzler Standard,Delhi,37600,35000,red,0
5752265,48028,20062,Bajaj Pulsar 220F Dtsi,Delhi,10200,63000,black,Bajaj Avenger 220 DTS- i,Delhi,10500,65000,red,0
5775637,48095,29047,Hero Honda Hunk,Delhi,17000,31000,black,Hero Honda CBZ extreme Self,Delhi,16000,50000,black,0
5790230,48100,11864,Bajaj Pulsar 150cc Dtsi,Delhi,37000,20000,black,Bajaj Pulsar 150 DTS- i Kick Start,Delhi,36000,28000,black,1
5899225,36124,7052,Honda CBR 250R Standard,Mumbai,14000,110000,red,Yamaha FZ S Standard,Mumbai,14000,65,red,0
5936562,36334,34340,Hero Honda Karizma Zmr Pgm Fi,Mumbai,6500,88000,red,Hero Karizma ZMR 2014 Standard,Mumbai,7300,95000,red,1
5938729,36335,27261,Hero Honda Passion Plus,Mumbai,29000,26000,black,Hero Honda Passion PRO Standard,Mumbai,29500,33000,black,1
5957846,36342,28293,Honda Unicorn Alloy,Mumbai,19000,60000,black,Honda CB Unicorn Standard,Mumbai,18000,60000,black,1
5975405,36428,7375,Honda Unicorn Alloy,Mumbai,40000,22999,black,Honda CB Unicorn Standard,Mumbai,40000,35000,black,1
5975599,36428,10240,Honda Unicorn Alloy,Mumbai,40000,22999,black,Honda CB Unicorn Standard,Mumbai,40000,30000,black,1
5982185,36468,26255,Royal Enfield Thunderbird 500,Mumbai,7000,140000,black,Royal Enfield Bullet 500 Standard,Mumbai,6000,150000,green,0
5986469,36472,10055,Bajaj Pulsar 150cc Dtsi,Mumbai,40000,24999,black,Bajaj Pulsar 150 DTS- i Standard,Mumbai,40000,25000,black,1
5992624,36498,20376,Bajaj Pulsar 150cc Dtsi,Mumbai,22000,49000,black,Bajaj Pulsar 150 DTS- i Standard,Mumbai,21000,50000,red,0
6000596,36528,17508,Bajaj Pulsar 150cc Dtsi,Mumbai,24000,14999,black,Bajaj Pulsar 150 DTS- i Standard,Mumbai,25000,13500,red,0
6067681,36700,4875,Honda Unicorn Alloy,Mumbai,40000,39999,black,Honda CB Unicorn Standard,Mumbai,40000,45000,silver,0
6111179,36872,4649,Bajaj Avenger 220,Mumbai,26000,35000,black,Bajaj Pulsar 220 Fi Standard,Mumbai,25000,50000,red,0
6147842,37140,22853,Honda Dream Neo Self Drum Alloy,Mumbai,2000,45000,black,Honda Dream Yuga Electric Start/Alloy,Mumbai,2100,48000,blue,0
6168933,37167,12859,Yamaha FZ S,Mumbai,16500,37000,red,Yamaha R1 Standard,Mumbai,16000,59000,red,0
6170012,37167,28385,Yamaha FZ S,Mumbai,16500,37000,red,Yamaha FZ S Standard,Mumbai,16000,40000,black,0
6181019,37171,30019,Royal Enfield Classic 350,Mumbai,25000,100000,silver,Royal Enfield Electra Twinspark Standard,Mumbai,25000,85000,black,0
6226502,37252,19920,Royal Enfield Continental Gt 535,Mumbai,964,17700,yellow,Royal Enfield Continental GT (Cafe Racer) Standard,Mumbai,900,170000,red,0
6230606,37255,1542,Bajaj Pulsar 150cc Dtsi,Mumbai,32000,29999,black,Bajaj Pulsar 150 DTS- i Standard,Mumbai,33000,28000,black,1
6254773,37310,34010,Hero Motocorp Xtreme Sports Single Disc,Mumbai,2000,74000,black,Hero Xtreme Sports Front Disc Self,Mumbai,2000,75000,black,1
6268495,37338,35329,Royal Enfield Classic Chrome,Mumbai,1500,160000,maroon,Royal Enfield Classic 500 Standard,Mumbai,1600,140000,silver,0
6270458,37339,25564,Bajaj Pulsar 220F Dtsi,Mumbai,20000,54999,black,Bajaj Pulsar 220F Standard,Mumbai,20000,70000,black,1
6281449,37553,27261,Hero Motocorp Passion Pro Kick Start,Mumbai,30000,20000,black,Hero Honda Passion PRO Standard,Mumbai,29500,33000,black,1
6304709,37731,10055,Bajaj Pulsar 150cc Dtsi,Mumbai,40000,22000,black,Bajaj Pulsar 150 DTS- i Standard,Mumbai,40000,25000,black,1
6345125,37747,4923,Honda Unicorn Alloy,Mumbai,15000,45000,black,Honda CB Unicorn Dazzler Deluxe,Mumbai,14000,75000,red,0
6365681,37755,25914,Honda CB Dazzler Sports,Mumbai,25000,45000,black,Honda CB Unicorn Dazzler Standard,Mumbai,25000,50000,black,1
6376146,37759,20399,Hero Honda Passion Plus,Mumbai,35000,26000,blue,Hero Honda Karizma ZMR Standard,Mumbai,34000,61000,black,0
6431114,37819,28182,Bajaj Pulsar 200 NS,Mumbai,24586,48000,yellow,Bajaj Pulsar NS200 Standard,Mumbai,24000,75000,yellow,1
6436108,37821,22129,Bajaj Discover 125 M Disc,Mumbai,14000,40000,blue,Bajaj Discover 125 ST Standard,Mumbai,13000,40000,blue,1
6513688,38219,4164,Bajaj CT 100 Spoke,Mumbai,14000,15000,red,Bajaj Ct 100,Mumbai,15000,35000,red,1
6516479,38220,4851,Bajaj Pulsar 150cc Dtsi,Mumbai,27000,20999,black,Bajaj Pulsar 150 DTS- i Standard,Mumbai,28000,20000,red,0
6555089,38234,11682,Honda Unicorn Alloy,Mumbai,35000,34999,grey,Honda CB Unicorn GP E,Mumbai,36000,30000,red,0
6590592,38247,13672,Bajaj Pulsar 220F Dtsi,Mumbai,30000,24999,black,Bajaj Pulsar 220 DTS-i Standard,Mumbai,30000,38000,silver,0
6637673,38490,25789,Royal Enfield Bullet 500,Mumbai,2700,150000,black,Royal Enfield Thunderbird 500 Standard,Mumbai,1700,175000,Marine,0
6637940,38490,29515,Royal Enfield Bullet 500,Mumbai,2700,150000,black,Royal Enfield Bullet 500 Standard,Mumbai,2200,149000,black,1
6747169,38850,34818,Bajaj Pulsar 200 NS,Mumbai,35000,55000,blue,Bajaj Pulsar 200 Standard,Mumbai,35000,58000,yellow,0
6755334,38853,34905,Bajaj Pulsar 135,Mumbai,35000,26999,black,Bajaj Pulsar 135 LS Standard,Mumbai,36000,20000,black,1
6758039,38854,34742,Bajaj Pulsar 150cc Dtsi,Mumbai,5000,23000,blue,Bajaj Pulsar 150 Kick Start,Mumbai,4000,20000,black,0
6816549,38973,16675,Bajaj Discover 125 M Drum,Mumbai,20015,24999,black,Bajaj Xcd 125 Self,Mumbai,20000,30000,red,0
6827550,38979,18555,Bajaj Pulsar 200 NS ABS,Mumbai,12000,67999,yellow,Bajaj Pulsar NS200 Standard,Mumbai,11000,65000,red,0
6827648,38979,20199,Bajaj Pulsar 200 NS ABS,Mumbai,12000,67999,yellow,Bajaj Pulsar NS200 Standard,Mumbai,11000,70000,black,0
6873395,39240,12741,Honda Stunner CBF Self Disc Alloy,Mumbai,29000,36000,maroon,Honda CBF Stunner FI,Mumbai,30000,45000,maroon,1
6885999,39246,87,Yamaha Fazer Sport,Mumbai,15000,49999,blue,Yamaha Fazer Standard,Mumbai,15000,60000,black,0
6919385,39464,9286,Bajaj Pulsar 200 NS,Mumbai,41000,32000,blue,Bajaj Pulsar 200 Standard,Mumbai,40000,33000,blue,1
6939642,39472,26556,Hero Honda Karizma R,Mumbai,28000,24000,black,Hero Honda Glamour Drum Self,Mumbai,28000,30000,black,0
6952982,39631,23067,Bajaj Pulsar 150cc Dtsi,Mumbai,28000,18000,black,Bajaj Pulsar 150 DTS- i Standard,Mumbai,29000,28000,black,1
6985710,39844,24043,Yamaha FZ16,Mumbai,12500,50000,black,Yamaha FZ S Standard,Mumbai,13500,55000,Midnight Special,0
7016333,39856,33663,Honda CB Trigger STD,Mumbai,28000,56999,black,Honda CB Unicorn Standard,Mumbai,28000,65000,red,0
7022778,39859,9701,Bajaj Pulsar 150cc Dtsi,Mumbai,55000,12999,silver,Bajaj Pulsar 150 DTS- i Standard,Mumbai,54000,12000,red,0
7073483,40046,33911,Royal Enfield Thunderbird 350,Mumbai,450,130000,Mehandi,Royal Enfield Classic 350 Standard,Mumbai,1150,123000,maroon,0
7077392,40049,12688,Bajaj Pulsar 220F Dtsi,Mumbai,40000,50000,red,Bajaj Pulsar 220F Standard,Mumbai,39000,55000,green,0
7119481,40346,30857,Yamaha Fazer Sport,Mumbai,18000,39999,blue,Yamaha FZ S Standard,Mumbai,18000,40000,black,0
7128829,40350,9337,Honda Unicorn Spoke,Mumbai,40000,23000,grey,Honda CB Unicorn Standard,Mumbai,40000,30000,black,0
7186791,40651,21546,Bajaj Pulsar 200 NS,Mumbai,11500,60999,black,Bajaj Pulsar NS200 Standard,Mumbai,12000,60000,black,1
7417031,41335,7753,Bajaj Avenger 220,Mumbai,20000,77999,red,Bajaj Avenger 220 DTS- i,Mumbai,19000,65000,blue,0
7442419,41501,20866,Bajaj Pulsar 150cc Dtsi,Mumbai,50000,16000,black,Bajaj Pulsar 150 Kick Start,Mumbai,50000,25000,black,1
7442524,41501,22283,Bajaj Pulsar 150cc Dtsi,Mumbai,50000,16000,black,Bajaj Pulsar 150 DTS- i Standard,Mumbai,50000,32000,black,1
7529599,41901,22798,Honda CB Trigger STD,Mumbai,5000,60000,black,Honda CB Unicorn Standard,Mumbai,5000,65000,red,0
7614815,42038,34472,Bajaj Pulsar 150cc Dtsi,Mumbai,52500,25000,red,Bajaj Pulsar 150 DTS- i Kick Start,Mumbai,52500,25000,red,1
7661601,42188,4875,Honda Unicorn Alloy,Mumbai,40000,32000,black,Honda CB Unicorn Standard,Mumbai,40000,45000,silver,0
7673879,42192,24254,Yamaha FZ16,Mumbai,8700,51000,black,Yamaha FZ16 Standard,Mumbai,8000,50000,black,1
7713584,42450,8775,Yamaha SZ S,Mumbai,16000,21999,grey,Yamaha FZ16 Standard,Mumbai,15000,50000,black,0
7883628,43046,28604,Yamaha YZF R15,Mumbai,40000,41000,red,Yamaha FZ S Standard,Mumbai,40000,35000,red,0
7914138,43137,35735,Hero Motocorp Passion Xpro Drum Self Cast,Mumbai,21000,38000,black,Hero Passion PRO Self Alloy,Mumbai,21500,35000,black,1
7930029,43323,30702,Hero Honda Passion Pro,Mumbai,30000,28500,black,Hero Honda Karizma Standard,Mumbai,29500,45000,grey,0
7949473,43352,35496,Royal Enfield Thunderbird 350,Mumbai,6000,100000,black,Royal Enfield Thunderbird 350 Standard,Mumbai,5000,145000,blue,0
7990031,43518,32899,Royal Enfield Thunderbird 350,Mumbai,1840,120000,black,Royal Enfield Thunderbird 350 Disc Self,Mumbai,2000,125000,blue,0
8018167,43816,7915,Hero Honda CBZ Disc,Mumbai,49000,30000,black,Hero Hunk Rear Disc Brake,Mumbai,48000,35000,black,0
8032669,43821,21094,Honda CBR 150R Standard,Mumbai,27000,85000,black,Honda CB Unicorn Standard,Mumbai,26000,69000,black,0
8108496,44204,15901,Yamaha FZ FI Version 2.0,Mumbai,30000,31999,red,Yamaha FZ S Standard,Mumbai,30000,45000,black,0
8121349,44211,5846,Bajaj Discover 125 Disc,Mumbai,40000,20999,maroon,Bajaj Discover125 Drum Brake,Mumbai,40000,25000,black,0
8184412,44646,12488,Honda Unicorn Alloy,Mumbai,22000,45000,silver,Honda CB Unicorn Standard,Mumbai,22054,62000,black,0
8242568,44881,27234,Bajaj Pulsar 200 NS,Mumbai,8000,65000,black,Bajaj Pulsar NS200 Standard,Mumbai,9000,70000,blue,0
8274526,44894,17601,Yamaha FZ S,Mumbai,39000,29000,red,Yamaha Fazer Standard,Mumbai,40000,40000,blue,0
8386223,45319,20371,Hero Honda Passion Plus,Mumbai,40000,24000,blue,Hero Honda Passion Plus Drum,Mumbai,40000,20000,black,0
8387142,45319,32802,Hero Honda Passion Plus,Mumbai,40000,24000,blue,Hero Passion PRO Kick Spoke,Mumbai,40000,17000,black,0
8406397,45326,35148,TVS Apache RTR 180,Mumbai,24400,35000,white,TVS Apache RTR 180 Standard,Mumbai,24400,37000,white,1
8439456,45574,4224,Bajaj Avenger 220,Mumbai,5013,56000,red,Bajaj Pulsar 220F Standard,Mumbai,4800,75000,blue,0
8454718,45580,27147,Hero Honda Splendor Nxg,Mumbai,20000,20000,black,Hero Honda Glamour Alloy Drum Self,Mumbai,20000,25000,red,0
8489203,45728,14433,Bajaj Avenger 220,Mumbai,5300,79999,red,Bajaj Avenger 220 DTS- i,Mumbai,6000,65000,black,0
8503530,45733,24845,Bajaj Discover 150 S Drum,Mumbai,50000,19000,black,Bajaj Pulsar 150 Kick Start,Mumbai,50000,23000,red,0
8513258,45737,8709,Hero Honda Karizma R,Mumbai,19000,57999,black,Hero Karizma R,Mumbai,18000,55000,white,0
8521796,45740,13716,Hero Honda Karizma Zmr Pgm Fi,Mumbai,30000,45000,blue,Hero Honda CBZ extreme Self,Mumbai,30000,45000,black,0
8591640,45950,2414,Hero Honda Hunk,Mumbai,50000,29999,red,Hero Hunk Rear Disc Brake,Mumbai,50000,32000,red,1
8672665,46093,31637,Hero Honda Passion Pro,Mumbai,200,55000,black,Hero Passion X Pro Disc Self Alloy,Mumbai,70,50000,white,0
8684898,46144,12559,Bajaj Pulsar 135,Mumbai,16000,28000,red,Bajaj Pulsar 135 LS Standard,Mumbai,17000,35000,red,1
8719480,46379,2414,Hero Honda Hunk,Mumbai,50000,27000,silver,Hero Hunk Rear Disc Brake,Mumbai,50000,32000,red,0
8727176,46382,33259,Hero Honda Cd Deluxe,Mumbai,15000,25000,black,Honda Activa Deluxe,Mumbai,14370,35000,black,0
8735149,46385,30702,Hero Honda Passion Pro,Mumbai,29000,42998,black,Hero Honda Karizma Standard,Mumbai,29500,45000,grey,0
8762438,46707,31855,Yamaha FZ16,Mumbai,40000,37000,black,Yamaha FZ S Standard,Mumbai,40000,55000,black,0
8777490,46732,13871,Royal Enfield Classic 350,Mumbai,10500,110000,black,Royal Enfield Classic 350 Standard,Mumbai,9500,135000,black,1
8788302,46736,12915,Honda CBR 250R Standard,Mumbai,26000,69999,red,Yamaha FZ S Standard,Mumbai,26000,50000,black,0
8925469,47314,29592,Royal Enfield Bullet 350,Mumbai,1362,120000,silver,Royal Enfield Electra Twinspark Standard,Mumbai,1000,250000,orange,0
8976014,47609,13326,Yamaha YZF R15 Version 1.0,Mumbai,22000,55000,blue,Yamaha YZF R15 V1,Mumbai,21000,65000,blue,1
8991039,47615,33490,Hero Honda  HF Dawn,Mumbai,50000,10000,black,Hero Honda Karizma Standard,Mumbai,50000,30000,black,0
9034554,47878,33465,Yamaha FZ S,Mumbai,30000,39000,black,Yamaha SZ R Standard,Mumbai,30000,27000,bule,0
9041077,47881,10758,Bajaj Pulsar 150cc Dtsi,Mumbai,40000,24999,black,Bajaj Pulsar 150 DTS- i Standard,Mumbai,40000,25000,black,1
9055538,47887,22961,Hero Honda Karizma R,Mumbai,46000,22000,black,Hero Honda Karizma Standard,Mumbai,46000,35000,black,1
9059965,47889,8433,Honda Unicorn Alloy,Mumbai,30000,28000,blue,Honda CB Unicorn GP E,Mumbai,30000,38000,red,0
9064687,47890,35658,Hero Honda Karizma R,Mumbai,13000,47000,black,Hero Honda Passion PRO Standard,Mumbai,13000,32500,black,0
9074481,47894,21652,Honda Unicorn Alloy,Mumbai,60000,35000,black,Honda CB Unicorn Standard,Mumbai,61000,30000,grey,0
9190326,48281,6061,Bajaj CT 100 Spoke,Mumbai,50000,16999,black,Bajaj Ct 100,Mumbai,50000,12000,black,1
9251740,48471,27954,Bajaj Pulsar 150cc Dtsi,Mumbai,50000,15000,black,Bajaj Pulsar 150 DTS- i Standard,Mumbai,50000,35000,black,1
9349977,48701,32189,Bajaj Pulsar 150cc Dtsi,Mumbai,50000,19499,silver,Bajaj Pulsar 150 DTS- i Standard,Mumbai,49000,18000,black,0
9357994,36262,24214,Bajaj Pulsar 150cc Dtsi,Bangalore,61000,24999,black,Bajaj Pulsar 150 DTS- i Standard,Bangalore,60000,40000,black,1
9359080,36262,35258,Bajaj Pulsar 150cc Dtsi,Bangalore,61000,24999,black,Bajaj Pulsar 150 DTS- i Standard,Bangalore,60000,31000,silver,0
9404331,36279,29876,Bajaj Avenger 220,Bangalore,15000,61500,black,Bajaj Avenger 220 DTS- i,Bangalore,16000,56000,black,1
9419327,36284,26683,Hero Honda Splendor Super,Bangalore,40000,24000,black,Hero Honda Splendor Standard,Bangalore,40600,25000,black,1
9465223,36299,27363,Suzuki Gixxer SF Standard,Bangalore,6500,69500,blue,Yamaha Fazer Standard,Bangalore,5937,78000,green,0
9477771,36304,30697,Royal Enfield Classic 350,Bangalore,6000,140000,silver,Royal Enfield Thunderbird 350 Disc Self,Bangalore,7000,130000,Lighting,0
9480114,36305,22895,Royal Enfield Bullet 350,Bangalore,3400,120000,silver,Royal Enfield Continental GT (Cafe Racer) Standard,Bangalore,3500,205000,red,0
9513159,36316,15956,Yamaha FZ16,Bangalore,5400,69500,red,Yamaha Ray Standard,Bangalore,5500,54000,black,0
9514232,36316,28835,Yamaha FZ16,Bangalore,5400,69500,red,Yamaha Ray-Z Standard,Bangalore,5000,48000,black,0
9567985,36521,13718,Bajaj Pulsar 150cc Dtsi,Bangalore,26900,41500,blue,Bajaj Pulsar 150 DTS- i Kick Start,Bangalore,27000,65000,black,0
9595519,36659,14061,Yamaha SZ RR,Bangalore,17000,45999,black,Yamaha SZ R Standard,Bangalore,16000,60000,white,0
9664563,36763,34253,Bajaj Pulsar 150cc Dtsi,Bangalore,80000,25000,black,Bajaj Pulsar 150 DTS- i Standard,Bangalore,80000,21000,black,1
9703779,36842,29507,Hero Honda Glamour,Bangalore,60000,21000,black,Hero Honda CBZ extreme Self,Bangalore,60000,30000,red,0
9788415,36903,18214,Bajaj Avenger 220,Bangalore,22000,64999,blue,Bajaj Pulsar 220F Standard,Bangalore,22000,75000,blue,0
9856980,37200,33169,Royal Enfield Bullet Electra Twinspark,Bangalore,8700,110000,silver,Royal Enfield Classic 350 Standard,Bangalore,9000,135000,silver,0
9874447,37207,24139,Hero Honda Karizma R,Bangalore,22000,44000,black,Hero Honda Splendor Plus Drum,Bangalore,22000,37999,black,0
9895663,37264,21993,Hero Honda Karizma R,Bangalore,19000,46999,black,Hero Honda Splendor Plus Drum,Bangalore,19000,30000,black,0
9954383,37360,29569,Bajaj Avenger 220,Bangalore,11000,65000,black,Bajaj Avenger 220 DTS- i,Bangalore,10000,75000,black,1
10058756,37787,33896,Yamaha FZ S,Bangalore,19000,60000,black,Yamaha FZ S Standard,Bangalore,18172,54000,black,1
10094348,37835,22575,Bajaj Discover 125 M Drum,Bangalore,6000,50000,green,Bajaj Discover 125 ST Standard,Bangalore,7000,55000,black,0
10104948,37839,2627,Bajaj Pulsar 180cc Dtsi,Bangalore,30000,34000,red,Bajaj Pulsar 180 DTS- i Standard,Bangalore,30000,55000,red,1
10105130,37839,4988,Bajaj Pulsar 180cc Dtsi,Bangalore,30000,34000,red,Bajaj Pulsar 180 DTS- i Standard,Bangalore,30000,51000,black,0
10173071,37894,13695,Bajaj Pulsar 150cc Dtsi,Bangalore,38000,27999,black,Bajaj Pulsar 150 DTS- i Standard,Bangalore,38000,30000,black,1
10183302,37897,26325,Bajaj Pulsar 150cc Dtsi,Bangalore,35000,14000,black,Bajaj Pulsar 150 DTS- i Standard,Bangalore,36000,25000,black,1
10210562,37909,23670,Bajaj Avenger 220,Bangalore,15000,60000,black,Bajaj Pulsar 220F Standard,Bangalore,15000,75000,black,0
10341500,38435,17662,Bajaj Pulsar 150cc Dtsi,Bangalore,30000,49999,black,Bajaj Pulsar 150 DTS- i Standard,Bangalore,29500,55000,black,1
10342211,38435,26298,Bajaj Pulsar 150cc Dtsi,Bangalore,30000,49999,black,Bajaj Pulsar 150 DTS- i Standard,Bangalore,30000,45000,red,0
10394711,38455,32110,Honda CBR 250R Standard,Bangalore,25000,88999,silver,Yamaha FZ S Standard,Bangalore,24000,62000,black,0
10454796,38608,20285,Bajaj Pulsar 135,Bangalore,30000,29999,black,Bajaj Pulsar 135 LS Standard,Bangalore,30000,37000,red,0
10470432,38613,24858,Hero Honda Karizma R,Bangalore,54000,35999,yellow,Hero Honda Splendor Plus Drum,Bangalore,53000,25000,black,0
10476742,38615,27222,Honda CBR 250R ABS,Bangalore,24000,100000,red,Honda CB Unicorn GP E,Bangalore,24000,45000,black,0
10715118,39064,27282,Bajaj Pulsar 220F Dtsi,Bangalore,35000,54999,black,Bajaj Pulsar 220F Standard,Bangalore,35890,50000,black,1
10716793,39068,10774,Bajaj Discover 100 T Drum,Bangalore,25000,27000,red,Bajaj Discover 100 4 Speed,Bangalore,26000,31000,red,1
10755562,39213,34352,Yamaha Crux,Bangalore,13500,31000,Brown,Yamaha FZ S Standard,Bangalore,13500,67000,black,0
10794529,39429,26699,Bajaj Pulsar 220F Dtsi,Bangalore,22000,74999,black,Bajaj Avenger 220 DTS- i,Bangalore,22280,75000,black,0
10794825,39429,30027,Bajaj Pulsar 220F Dtsi,Bangalore,22000,74999,black,Bajaj Pulsar 220F Standard,Bangalore,22000,80000,black,1
10967088,39872,7019,Yamaha SZ RR,Bangalore,9000,32999,black,Yamaha SZ R Standard,Bangalore,9500,57000,red,0
10967183,39872,8227,Yamaha SZ RR,Bangalore,9000,32999,black,Yamaha FZ16 Standard,Bangalore,10000,50000,red,0
11014493,39958,25919,KTM Duke 200,Bangalore,13000,130000,black,KTM Duke 200 Standard,Bangalore,14000,110000,orange,0
11021137,39995,31623,Yamaha SZ RR,Bangalore,22000,43000,blue,Yamaha FZ S Standard,Bangalore,23000,62000,black,0
11042579,40052,32067,Yamaha FZS FI Version 2.0,Bangalore,4500,89999,black,Yamaha FZ S Standard,Bangalore,5300,75000,black,0
11043970,40053,12911,Yamaha SZ RR,Bangalore,25000,44000,red,Yamaha YZF R15 V1,Bangalore,25000,70000,black,0
11044610,40053,20387,Yamaha SZ RR,Bangalore,25000,44000,red,Yamaha Fazer Standard,Bangalore,26000,60000,green,0
11133179,40386,19673,Hero Honda Hunk,Bangalore,35000,35000,black,Hero Honda Passion Plus Drum,Bangalore,35000,35000,blue,0
11151566,40392,20330,Bajaj Pulsar 150cc Dtsi,Bangalore,14000,65000,black,Bajaj Pulsar 150 DTS- i Standard,Bangalore,14000,60000,black,1
11153305,40402,4548,Bajaj Discover 125 M Drum,Bangalore,2700,40000,blue,Bajaj Discover 125 ST Standard,Bangalore,2700,58000,red,0
11213568,40628,30609,Hero Honda Passion Pro,Bangalore,14000,39999,silver,Hero Honda Karizma ZMR Standard,Bangalore,14800,75000,white,0
11255997,40643,26909,Yamaha FZS FI Version 2.0,Bangalore,20000,69999,blue,Yamaha YZF R15 V 2.0,Bangalore,20000,90000,limited edition,0
11283492,40850,26719,Bajaj Pulsar 150cc Dtsi,Bangalore,61000,22000,black,Bajaj Pulsar 150 DTS- i Standard,Bangalore,62000,25000,silver,0
11366740,40878,34075,Yamaha FZ16,Bangalore,18000,44999,black,Yamaha FZ16 Standard,Bangalore,18000,45000,black,1
11387262,40886,25116,Yamaha FZ FI Version 2.0,Bangalore,5700,79000,red,Yamaha FZ16 Standard,Bangalore,5500,70000,black,0
11387907,40886,32067,Yamaha FZ FI Version 2.0,Bangalore,5700,79000,red,Yamaha FZ S Standard,Bangalore,5300,75000,black,0
11390318,40887,25116,Yamaha FZ FI Version 2.0,Bangalore,5500,78999,red,Yamaha FZ16 Standard,Bangalore,5500,70000,black,0
11403062,41011,30797,Bajaj Pulsar 150cc Dtsi,Bangalore,50000,24000,black,Bajaj Pulsar 150 Kick Start,Bangalore,51000,24000,silver,0
11405119,41049,19126,Honda Unicorn Alloy,Bangalore,26000,59000,black,Honda CB Unicorn Standard,Bangalore,26000,45000,black,1
11450118,41254,9370,Bajaj Platina 100 Alloy Wheel KS,Bangalore,35000,25000,black,Bajaj Platina Platina 100 Spoke Wheel,Bangalore,35000,22000,red,0
11546301,41366,26675,Bajaj Avenger 220,Bangalore,5600,79999,black,Bajaj Avenger 220 DTS- i,Bangalore,6000,80000,black,1
11713799,41710,19458,Royal Enfield Thunderbird 350,Bangalore,16000,90000,green,Royal Enfield Classic 350 Standard,Bangalore,17000,130000,black,0
11893306,42154,10142,Bajaj Pulsar 150cc Dtsi,Bangalore,26000,34000,red,Bajaj Pulsar 150 DTS- i Standard,Bangalore,26000,29000,red,1
11986381,42498,26909,Yamaha YZF R15 Version 2.0,Bangalore,20000,89999,red,Yamaha YZF R15 V 2.0,Bangalore,20000,90000,limited edition,0
11987404,42500,1873,Yamaha YZF R15 Version 2.0,Bangalore,9200,84999,blue,Yamaha YZF R15 V 2.0,Bangalore,9000,110000,red,0
12007605,42590,24896,Bajaj Pulsar 150cc Dtsi,Bangalore,60000,19999,black,Bajaj Pulsar 150 DTS- i Standard,Bangalore,60000,33000,red,0
12019331,42595,18618,Bajaj Pulsar 200 NS,Bangalore,40000,35000,black,Bajaj Pulsar 200 Standard,Bangalore,39000,30000,red,0
12023612,42596,32517,Bajaj Pulsar 150cc Dtsi,Bangalore,29600,39999,red,Bajaj Pulsar 150 DTS- i Standard,Bangalore,30000,40000,black,0
12043972,42604,21095,Honda Unicorn Alloy,Bangalore,50500,83000,black,Honda CB Unicorn GP E,Bangalore,50000,35000,grey,0
